t,theta_num,theta_small,error
5.674185463659147999e+00,1.512665067234152984e-02,-4.689595538714084327e-02,6.202260605948237138e-02
5.694235588972430762e+00,1.232576843142176286e-03,-6.085597047937522930e-02,6.208854732251740255e-02
5.714285714285713524e+00,-1.266246908646198079e-02,-7.476798926349655094e-02,6.210552017703457189e-02
5.734335839598997175e+00,-2.654752871997672486e-02,-8.862103951221494968e-02,6.207351079223822482e-02
5.754385964912280826e+00,-4.041165346016580701e-02,-1.024041955059520337e-01,6.199254204578622668e-02
5.774436090225563589e+00,-5.424391524002172837e-02,-1.161065866498173504e-01,6.186267140979562207e-02
5.794486215538846352e+00,-6.803341720553622574e-02,-1.297174060470979440e-01,6.168398884156171824e-02
5.814536340852130003e+00,-8.176930432531752391e-02,-1.432259190225233514e-01,6.145661469720582748e-02
5.834586466165413654e+00,-9.544077390000278716e-02,-1.566214715885576314e-01,6.118069768855484425e-02
5.854636591478696417e+00,-1.090370859498791672e-01,-1.698934988480625130e-01,6.085641289818334576e-02
5.874686716791979180e+00,-1.225475734569813208e-01,-1.830315333266954447e-01,6.048395986971412397e-02
5.894736842105262831e+00,-1.359616524393483794e-01,-1.960252132284678594e-01,6.006356078911948004e-02
5.914786967418546482e+00,-1.492688318364562838e-01,-2.088642906079566375e-01,5.959545877150035365e-02
5.934837092731829244e+00,-1.624587231827278322e-01,-2.215386394527262826e-01,5.907991626999845036e-02
5.954887218045112007e+00,-1.755210500525878348e-01,-2.340382636695841345e-01,5.851721361699629975e-02
5.974937343358395658e+00,-1.884456572609096436e-01,-2.463533049683666598e-01,5.790764770745701617e-02
5.994987468671679309e+00,-2.012225197975012758e-01,-2.584740506370424851e-01,5.725153083954120925e-02
6.015037593984962072e+00,-2.138417514875721459e-01,-2.703909412020030212e-01,5.654918971443087528e-02
6.035087719298244835e+00,-2.262936133657733051e-01,-2.820945779674957077e-01,5.580096460172240258e-02
6.055137844611528486e+00,-2.385685217444689921e-01,-2.935757304282507474e-01,5.500720868378175532e-02
6.075187969924812137e+00,-2.506570559523771391e-01,-3.048253435494588937e-01,5.416828759708175456e-02
6.095238095238094900e+00,-2.625499657741442450e-01,-3.158345449083599932e-01,5.328457913421574821e-02
6.115288220551377663e+00,-2.742381785597675092e-01,-3.265946516918086240e-01,5.235647313204111475e-02
6.135338345864661314e+00,-2.857128060165390893e-01,-3.370971775442934137e-01,5.138437152775432448e-02
6.155388471177944965e+00,-2.969651506286812293e-01,-3.473338392610136327e-01,5.036868863233240345e-02
6.175438596491227727e+00,-3.079867117504440643e-01,-3.572965633207359493e-01,4.930985157029188493e-02
6.195488721804510490e+00,-3.187691913868098692e-01,-3.669774922532764716e-01,4.820830086646660240e-02
6.215538847117794141e+00,-3.293044996489451481e-01,-3.763689908365814851e-01,4.706449118763633699e-02
6.235588972431077792e+00,-3.395847598182045735e-01,-3.854636521185288434e-01,4.587889230032426990e-02
6.255639097744360555e+00,-3.496023131113293880e-01,-3.942543032586960372e-01,4.465199014736664918e-02
6.275689223057643318e+00,-3.593497231604259046e-01,-4.027340111854815774e-01,4.338428802505567283e-02
6.295739348370926969e+00,-3.688197801571182488e-01,-4.108960880641324698e-01,4.207630790701422097e-02
6.315789473684210620e+00,-3.780055046284825360e-01,-4.187340965713480800e-01,4.072859194286554407e-02
6.335839598997493383e+00,-3.869001509979239084e-01,-4.262418549723147043e-01,3.934170397439079592e-02
6.355889724310776145e+00,-3.954972108554568599e-01,-4.334134419961597207e-01,3.791623114070286071e-02
6.375939849624059796e+00,-4.037904158888173667e-01,-4.402432015059795090e-01,3.645278561716214227e-02
6.395989974937343447e+00,-4.117737405797497474e-01,-4.467257469597598618e-01,3.495200638001011439e-02
6.416040100250626210e+00,-4.194414046894590631e-01,-4.528559656586721438e-01,3.341456096921308072e-02
6.436090225563908973e+00,-4.267878754672679853e-01,-4.586290227793928809e-01,3.184114731212489557e-02
6.456140350877192624e+00,-4.338078696036880011e-01,-4.640403651872646029e-01,3.023249558357660183e-02
6.476190476190476275e+00,-4.404963550323550692e-01,-4.690857250272930656e-01,2.858936999493799647e-02
6.496240601503759038e+00,-4.468485525169574868e-01,-4.737611230901495052e-01,2.691257057319201840e-02
6.516290726817041801e+00,-4.528599370300386839e-01,-4.780628719505214952e-01,2.520293492048281125e-02
6.536340852130325452e+00,-4.585262389688247175e-01,-4.819875788753363310e-01,2.346133990651161350e-02
6.556390977443609103e+00,-4.638434452395679974e-01,-4.855321484995649417e-01,2.168870325999694426e-02
6.576441102756891866e+00,-4.688078001824378394e-01,-4.886937852674962390e-01,1.988598508505839968e-02
6.596491228070174628e+00,-4.734158063614571921e-01,-4.914699956375557788e-01,1.805418927609858670e-02
6.616541353383458279e+00,-4.776642252397170219e-01,-4.938585900489289027e-01,1.619436480921188082e-02
6.636591478696741930e+00,-4.815500777619989292e-01,-4.958576846484384348e-01,1.430760688643950562e-02
6.656641604010024693e+00,-4.850706448375013413e-01,-4.974657027763154660e-01,1.239505793881412465e-02
6.676691729323307456e+00,-4.882234677397813138e-01,-4.986813762096905522e-01,1.045790846990923839e-02
6.696741854636591107e+00,-4.910063484362971464e-01,-4.995037461628237807e-01,8.497397726526634276e-03
6.716791979949874758e+00,-4.934173498569578431e-01,-4.999321640432872194e-01,6.514814186329376255e-03
6.736842105263157521e+00,-4.954547961110586929e-01,-4.999662919635008418e-01,4.511495852442148902e-03
6.756892230576440284e+00,-4.971172726585502688e-01,-4.996061030072203035e-01,2.488830348670034720e-03
6.776942355889723935e+00,-4.984036264424595020e-01,-4.988518812507652389e-01,4.482548083057369404e-04
6.796992481203007586e+00,-4.993129659890643834e-01,-4.977042215389721469e-01,-1.608744450092236544e-03
6.817042606516290348e+00,-4.998446614805414079e-01,-4.961640290160480582e-01,-3.680632464493349687e-03
6.837092731829573111e+00,-4.999983448037441103e-01,-4.942325184116949099e-01,-5.765826392049200333e-03
6.857142857142856762e+00,-4.997739095777696261e-01,-4.919112130830681218e-01,-7.862696494701504335e-03
6.877192982456140413e+00,-4.991715111615595002e-01,-4.892019438133251574e-01,-9.969567348234342763e-03
6.897243107769423176e+00,-4.981915666427403355e-01,-4.861068473677106483e-01,-1.208471927502968724e-02
6.917293233082705939e+00,-4.968347548061976537e-01,-4.826283648083170008e-01,-1.420638999788065293e-02
6.937343358395989590e+00,-4.951020160810521431e-01,-4.787692395688509794e-01,-1.633277651220116367e-02
6.957393483709273241e+00,-4.929945524631568210e-01,-4.745325152909240507e-01,-1.846203717223277030e-02
6.977443609022556004e+00,-4.905138274091520589e-01,-4.699215334235715136e-01,-2.059229398558054536e-02
6.997493734335838766e+00,-4.876615656971019508e-01,-4.649399305878949007e-01,-2.272163510920705010e-02
7.017543859649122417e+00,-4.844397532476961699e-01,-4.595916357089067095e-01,-2.484811753878946039e-02
7.037593984962406068e+00,-4.808506368989594049e-01,-4.538808669168394871e-01,-2.696976998211991772e-02
7.057644110275688831e+00,-4.768967241263551426e-01,-4.478121282203612608e-01,-2.908459590599388189e-02
7.077694235588971594e+00,-4.725807826992593497e-01,-4.413902059543216017e-01,-3.119057674493774801e-02
7.097744360902255245e+00,-4.679058402662115146e-01,-4.346201650048329146e-01,-3.328567526137860000e-02
7.117794486215538896e+00,-4.628751838561222520e-01,-4.275073448146616828e-01,-3.536783904146056923e-02
7.137844611528821659e+00,-4.574923592841372288e-01,-4.200573551720792054e-01,-3.743500411205802347e-02
7.157894736842104422e+00,-4.517611704503047276e-01,-4.122760717864933921e-01,-3.948509866381133548e-02
7.177944862155388073e+00,-4.456856785171833812e-01,-4.041696316543568201e-01,-4.151604686282656109e-02
7.197994987468671724e+00,-4.392702009640327421e-01,-3.957444282189941376e-01,-4.352577274503860449e-02
7.218045112781954487e+00,-4.325193104930405430e-01,-3.870071063281802504e-01,-4.551220416486029263e-02
7.238095238095237249e+00,-4.254378337706407054e-01,-3.779645569934345639e-01,-4.747327677720614147e-02
7.258145363408520900e+00,-4.180308499921921994e-01,-3.686239119551682486e-01,-4.940693803702395082e-02
7.278195488721804551e+00,-4.103036892767544797e-01,-3.589925380579774838e-01,-5.131115121877699581e-02
7.298245614035087314e+00,-4.022619308617890188e-01,-3.490780314405076967e-01,-5.318389942128132208e-02
7.318295739348370077e+00,-3.939114010632931429e-01,-3.388882115444771248e-01,-5.502318951881601805e-02
7.338345864661653728e+00,-3.852581710041887986e-01,-3.284311149475865332e-01,-5.682705605660226533e-02
7.358395989974937379e+00,-3.763085541449187055e-01,-3.177149890251767528e-01,-5.859356511974195270e-02
7.378446115288220142e+00,-3.670691035298149774e-01,-3.067482854456304309e-01,-6.032081808418454649e-02
7.398496240601502905e+00,-3.575466087452848774e-01,-2.955396535046502793e-01,-6.200695524063459807e-02
7.418546365914786556e+00,-3.477480926242598747e-01,-2.840979333036740551e-01,-6.365015932058581960e-02
7.438596491228070207e+00,-3.376808076968595973e-01,-2.724321487778034179e-01,-6.524865891905617943e-02
7.458646616541352969e+00,-3.273522322805353935e-01,-2.605515005787431004e-01,-6.680073170179229303e-02
7.478696741854635732e+00,-3.167700662593526117e-01,-2.484653588183657058e-01,-6.830470744098690594e-02
7.498746867167919383e+00,-3.059422266201536900e-01,-2.361832556786283843e-01,-6.975897094152530564e-02
7.518796992481203034e+00,-2.948768426157693523e-01,-2.237148778936670912e-01,-7.116196472210226109e-02
7.538847117794485797e+00,-2.835822505755513645e-01,-2.110700591099947676e-01,-7.251219146555659689e-02
7.558897243107768560e+00,-2.720669884109416237e-01,-1.982587721308310125e-01,-7.380821628011061120e-02
7.578947368421052211e+00,-2.603397898258039689e-01,-1.852911210506844042e-01,-7.504866877511956469e-02
7.598997493734335862e+00,-2.484095781281243087e-01,-1.721773332863867911e-01,-7.623224484173751758e-02
7.619047619047618625e+00,-2.362854597085262964e-01,-1.589277515108618866e-01,-7.735770819766440987e-02
7.639097744360901387e+00,-2.239767172149097485e-01,-1.455528254959917445e-01,-7.842389171891800403e-02
7.659147869674185038e+00,-2.114928024039614829e-01,-1.320631038710242400e-01,-7.942969853293724292e-02
7.679197994987468689e+00,-1.988433286321991122e-01,-1.184692258030004136e-01,-8.037410282919869864e-02
7.699248120300751452e+00,-1.860380630354536158e-01,-1.047819126057884381e-01,-8.125615042966517765e-02
7.719298245614034215e+00,-1.730869184021752993e-01,-9.101195928432109783e-02,-8.207495911785420151e-02
7.739348370927317866e+00,-1.599999447677190600e-01,-7.717022602071384185e-02,-8.282971874700521819e-02
7.759398496240601517e+00,-1.467873206943775821e-01,-6.326762960898646426e-02,-8.351969108539111786e-02
7.779448621553884280e+00,-1.334593442830508958e-01,-4.931513484512781847e-02,-8.414420943792308427e-02
7.799498746867167043e+00,-1.200264239246994907e-01,-3.532374587930276616e-02,-8.470267804539671763e-02
7.819548872180450694e+00,-1.064990688101172533e-01,-2.130449753702466989e-02,-8.519457127309258693e-02
7.839598997493734345e+00,-9.288787921572357054e-02,-7.268446616134553555e-03,-8.561943259958901264e-02
7.859649122807017108e+00,-7.920353658314259471e-02,6.773336833552533014e-03,-8.597687341669513206e-02
7.879699248120299870e+00,-6.545679341238480609e-02,2.080977824105281412e-02,-8.626657165343762368e-02
7.899749373433583521e+00,-5.165846299016948334e-02,3.482980724858133342e-02,-8.648827023875081677e-02
7.919799498746867172e+00,-3.781940897662283696e-02,4.882236644259658337e-02,-8.664177541921941339e-02
7.939849624060149935e+00,-2.395053487514088239e-02,6.277642007463977991e-02,-8.672695494978066577e-02
7.959899749373432698e+00,-1.006277340833230602e-02,7.668096276508709619e-02,-8.674373617341940568e-02
7.979949874686716349e+00,3.832924174204743219e-03,9.052502818294685949e-02,-8.669210400874211020e-02
8.000000000000000000e+00,1.772559883491531957e-02,1.042976976948597201e-01,-8.657209885994440746e-02
